id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
3519,No candidate mentioned,1,yes,1,Positive,0.6187,None of the above,0.6187,,JaxStateFan,,1,,,RT @fangsbites: A 16.0 overnight rating for the #GOPDebate? That's a huge viewership if that holds. http://t.co/UT70835vNr,,8/7/2015 9:17,6.29688E+17,"Northwest, Georgia",Eastern Time (US & Canada)
3520,No candidate mentioned,1,yes,1,Neutral,0.6552,None of the above,1,,lmcgaughy,,1,,,"RT @BobbyCervantes: My two cents: What, if anything, did we learn from last night's #GOPdebate? http://t.co/ButvtpAj13 via @HoustonChron #t…",,8/7/2015 9:17,6.29688E+17,"Austin, TX",Eastern Time (US & Canada)
3521,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,jerinmay,,0,,,"No way around it, the GOP has to be embarrassed and discouraged after last nights spectacle...#GOPDebate",,8/7/2015 9:17,6.29688E+17,,Pacific Time (US & Canada)
3522,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,RobertoLago,,0,,,Fox moderators throw major shade at second-tier candidates. #GOPdebate http://t.co/XrBLFEm4Fy,,8/7/2015 9:17,6.29688E+17,born in cuba. made in usa.,Eastern Time (US & Canada)
3523,No candidate mentioned,1,yes,1,Positive,0.6667,Healthcare (including Medicare),0.6667,,JaySkull,,0,,,The biggest winner in the #GOPDebate? The Affordable Care Act. @sarahkliff shows how #obamacare won the night:  http://t.co/EqJ6K2nE5U,,8/7/2015 9:17,6.29688E+17,,Pacific Time (US & Canada)
3524,No candidate mentioned,1,yes,1,Neutral,0.6403,None of the above,0.7077,,85thLegislature,,1,,,RT @bobbycblanchard: 16% of United States homes with TV sets watched the #GOPDebate — more than any in recent history: http://t.co/OeKKHQom…,,8/7/2015 9:17,6.29688E+17,"Austin, Texas",Eastern Time (US & Canada)
3525,Donald Trump,1,yes,1,Negative,1,None of the above,1,,GregJeffery888,,0,,,Watching realDonaldTrump burn bridges to The WhiteHouse #Bernie2016  #GOPDebate http://t.co/6bJ5TjNLIu,,8/7/2015 9:17,6.29688E+17,,
3526,No candidate mentioned,1,yes,1,Negative,1,Foreign Policy,1,,KOUSAAKA,,67,,,RT @WlZKHALlFA: They have no knowledge about the Iran deal. At all. #GOPDebate,,8/7/2015 9:17,6.29688E+17,"Toronto, ON",Eastern Time (US & Canada)
3527,No candidate mentioned,1,yes,1,Negative,0.6897,None of the above,1,,adamkareem,,0,,,Just replace the names from #GOPDebate debaters with #drake and #meekmill and they said enough for at least 6 tracks of straight #fire,,8/7/2015 9:17,6.29688E+17,,Quito
3528,Ben Carson,0.3974,yes,0.6304,Positive,0.6304,None of the above,0.3974,,NathanHaynes24,,1,,,@FoxNews  after last night's #GOPDebate  @RealBenCarson @GovMikeHuckabee  have emerged as my top two,,8/7/2015 9:17,6.29688E+17,Tennessee,
3529,No candidate mentioned,1,yes,1,Negative,0.6321,LGBT issues,1,,solitaryspook,,46,,,"RT @feministabulous: Great to see the crowd cheer for gay marriage, but depressing they also cheer for something as archaic as overturning …",,8/7/2015 9:17,6.29688E+17,"Knoxville, TN",Eastern Time (US & Canada)
3530,No candidate mentioned,1,yes,1,Positive,0.3477,FOX News or Moderators,1,,AMFMPMTOO,,0,,,#FoxNews was the big winner at #GOPDebate. No way future viewership was not the objective. Surely already said.,,8/7/2015 9:17,6.29688E+17,,
3531,No candidate mentioned,1,yes,1,Negative,1,Religion,0.6629,,xio_1D,,198,,,"RT @DadandBuried: Republicans love referencing the Constitution but REALLY seem to misunderstand the whole ""separation of church and state""…",,8/7/2015 9:17,6.29688E+17,"Between MD||NYC, USA",Atlantic Time (Canada)
3532,Donald Trump,0.664,yes,1,Negative,1,Abortion,0.3456,,CalebAlecz,,165,,,RT @captdope: Lessons learnt. Women must have babies. Education dumb. War good. Obama Stupid. Fuck immigrants. Trump Smartz. No healthcare …,,8/7/2015 9:17,6.29688E+17,Mount Paozu,Eastern Time (US & Canada)
3533,No candidate mentioned,1,yes,1,Negative,0.6492,FOX News or Moderators,0.6609,,interpretingall,,1,,,RT @amphetamine47: I presume Megyn Kelly spent all night rolling her eyes to make up for all the times she couldn't during #GOPDebate.,,8/7/2015 9:17,6.29688E+17,All over,Central Time (US & Canada)
3534,No candidate mentioned,1,yes,1,Negative,0.6961,Religion,1,,Barca10333,,7,,,RT @msamysteele: We have separation of church and state. We have separation of church and state. We have separation of church and state. #G…,,8/7/2015 9:17,6.29688E+17,"Johnson City, Tennessee",
3535,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,teeheeheemcfee,,24,,,RT @KimAcheson: Looks like Bernie found a few things the #GOPDebate forgot about. https://t.co/nv5iLX0qAl,,8/7/2015 9:17,6.29688E+17,,Pacific Time (US & Canada)
3536,Donald Trump,0.3974,yes,0.6304,Negative,0.6304,None of the above,0.3974,,RT0787,,0,,,"TaylorTwo9: RT WayneDupreeShow: Disagree all you want

#GOPDebate was hit job on realDonaldTrump and calculated mu… http://t.co/AuhlNZa3Ww",,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3537,Donald Trump,0.4196,yes,0.6477,Negative,0.6477,FOX News or Moderators,0.4196,,RT0787,,0,,,"Lourack1: RT RollingStone: Fox News targeted Donald Trump at the #GOPDebate, but can Republicans call off the smug… http://t.co/AuhlNZa3Ww",,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3538,Donald Trump,0.424,yes,0.6512,Neutral,0.3256,None of the above,0.424,,RT0787,,0,,,captain_landon: Preview of Donald Trump tonight at the #GOPDebate (Vine by CaseyBake16) https://t.co/dilFAHWpSz http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3539,Donald Trump,0.6932,yes,1,Negative,1,FOX News or Moderators,0.6932,,randell1992,,2,,,"RT @OhsnapItsJenni: I think by calling @megynkelly a bimbo, &amp; generally denigrating her, @realDonaldTrump proved her concern about misogyny…",,8/7/2015 9:17,6.29688E+17,California ,
3540,No candidate mentioned,1,yes,1,Neutral,0.6552,None of the above,1,,RT0787,,0,,,xJohnx24: RT totalgolfmove: All I want to know about the #GOPDebate is who is in favor for making The Masters a na… http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3541,No candidate mentioned,1,yes,1,Neutral,0.652,Racial issues,0.6948,,RT0787,,0,,,AfroStateOfMind: RT afroCHuBBZ: #KKKorGOP #GOPDebate https://t.co/ovGxIfrLuC http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3542,Donald Trump,1,yes,1,Negative,0.3412,None of the above,0.6588,,RT0787,,0,,,restorereality: Fuck ya Donald Trump you rocked #GOPDebate smoking all those pathetic career politicians! Keep up … http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3543,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,0.6629,,lesleyabravanel,,2,,,"Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vagina. #GOPDebate",,8/7/2015 9:17,6.29688E+17,Miami,Eastern Time (US & Canada)
3544,Donald Trump,0.4545,yes,0.6742,Positive,0.3708,None of the above,0.4545,,RT0787,,0,,,Tea4TeXs: RT CNN: No one eclipses realDonaldTrump at #GOPDebate: http://t.co/nzR6p3CKW9 via CNNPolitics … http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3545,No candidate mentioned,1,yes,1,Positive,0.3467,FOX News or Moderators,1,,Lydia4Liberty,,1,,,Agree with @IngrahamAngle on @foxnews questions for #gopdebate But 1/2,,8/7/2015 9:17,6.29688E+17,USA,Central Time (US & Canada)
3546,No candidate mentioned,0.4526,yes,0.6728,Neutral,0.6728,None of the above,0.4526,,RT0787,,0,,,MichaelSkolnik: RT gov: Most-retweeted presidential candidate Tweet of #GOPDebate came from Democrat BernieSanders… http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3547,Ben Carson,1,yes,1,Negative,0.7045,None of the above,0.6705,,Q142day,,121,,,"RT @MattyIceAZ: Ben Carson doubts Hillary will be the nominee because the rapture is coming very, very soon. #GOPDebate",,8/7/2015 9:17,6.29688E+17,,
3548,No candidate mentioned,0.4642,yes,0.6813,Negative,0.6813,Religion,0.2396,,bandrews14,,0,,,I'm scared... Very very scared #rightwingextremism #GOPDebate #youcantbeserious https://t.co/kiAzKAKnxV,,8/7/2015 9:17,6.29688E+17,,
3549,Rand Paul,0.6596,yes,1,Negative,0.7021,LGBT issues,0.6596,,solitaryspook,,9,,,"RT @iesrec: person: gay marriage?
rand paul: GUNS?
#GOPDebate",,8/7/2015 9:17,6.29688E+17,"Knoxville, TN",Eastern Time (US & Canada)
3550,No candidate mentioned,1,yes,1,Neutral,0.6629,None of the above,0.6629,,Johnfurtadojr,,0,,,apparently @CNN #cnn DOESN'T realize the debate was on live TV http://t.co/0DZWXqiKZ7 #GOPDebate,,8/7/2015 9:17,6.29688E+17,,
3551,,0.2246,yes,0.3407,Negative,0.3407,,0.2246,,RT0787,,0,,,zoegberg: RT sarahkendzior: Can't believe people are writing real articles about who won #GOPDebate. We *all* lost… http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3552,No candidate mentioned,1,yes,1,Negative,0.6595,None of the above,1,,ANOWRT,,4,,,Trying to get over last night's debacle #GOPDebate,,8/7/2015 9:17,6.29688E+17,Moscow ,Moscow
3553,No candidate mentioned,1,yes,1,Negative,0.6705,None of the above,1,,DUVAKIN101,,0,,,Where is a zombie Ronald Reagan when you need him? #GOPDebate,,8/7/2015 9:17,6.29688E+17,"Brownsville, TX",Central Time (US & Canada)
3554,Mike Huckabee,0.2561,yes,0.6843,Neutral,0.6843,None of the above,0.4682,,RT0787,,0,,,clemike: RT alicetweet: Quite an elevator ride: govmikehuckabee &amp; #GOPDebate candidates http://t.co/X6SyZ4xkmU http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3555,Ben Carson,1,yes,1,Negative,0.6454,None of the above,0.6753,,Sarah_May0,,3,,,RT @GreeneHunter: Ben killed it tonight at the Gop Primary Debate!  #GOPDebate  #Carson16 #RunBenRun,,8/7/2015 9:17,6.29688E+17,,
3556,No candidate mentioned,0.4492,yes,0.6702,Positive,0.6702,None of the above,0.4492,,RT0787,,0,,,kara_neptune: RT TexasGOP: #RETWEET if you think every candidate on the #GOPDebate stage would be better than #Hil… http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3557,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,AssegaiGibson,,0,,,The #GOPDebate was akin to watching institutional crazies talk about what they'll do after they take over the insane Asylum. #Republican,,8/7/2015 9:17,6.29688E+17,Elysium,
3558,No candidate mentioned,0.436,yes,0.6603,Negative,0.3659,Racial issues,0.436,,RT0787,,0,,,chadstanton: RT brownblaze: PLEASE RT. #KKKorGOP #GOPDebate http://t.co/TMrFNuVwNs http://t.co/AuhlNZa3Ww,,8/7/2015 9:17,6.29688E+17,USA,Hawaii
3559,No candidate mentioned,0.6374,yes,1,Negative,0.6374,None of the above,0.6374,,susankniss,,3,,,"RT @sallykohn: Every thought of running for president? You offer same substantive, thoughtful critiques as in #GOPDebate  https://t.co/l597…",,8/7/2015 9:17,6.29688E+17,Northern Virginia,
3560,No candidate mentioned,0.4298,yes,0.6556,Positive,0.3333,Healthcare (including Medicare),0.4298,,cchipolicy,,1,,,RT @COHealthAccess: The biggest winner at the Republican debate was #Obamacare http://t.co/DQ7Qy63rF6 via @sarahkliff @voxdotcom #GOPDebate,,8/7/2015 9:17,6.29688E+17,Denver,
3561,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,MollyHMorrissey,,0,,,I'm still reflecting on the #GOPDebate that basically made me #GOPeeMyPants.,,8/7/2015 9:17,6.29688E+17,"Minneapolis, MN",Central Time (US & Canada)
3562,No candidate mentioned,1,yes,1,Neutral,0.6437,Foreign Policy,0.6667,,mytwidds,,0,,,And yet with the #GOPDebate it's still not the strangest thing said in the last 24 hours http://t.co/uBaUqyN12K,,8/7/2015 9:17,6.29688E+17,,Mazatlan
3563,Marco Rubio,1,yes,1,Positive,0.6842,None of the above,1,,RRoughRider,,3,,,"RT @JimMerrillNH: John Podhoretz on #GOPDebate says @marcorubio ""Emerges as the Party's Brightest Star""  http://t.co/zJMbDCitz7 #nhpolitics",,8/7/2015 9:17,6.29688E+17,Everywhere USA!,
3564,No candidate mentioned,1,yes,1,Positive,0.6947,None of the above,1,,KEvangelista263,,0,,,Your #GOPDEBATE tweets are very entertaining.  https://t.co/VcwWvWtqvV,,8/7/2015 9:17,6.29688E+17,,Pacific Time (US & Canada)
3565,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,SatoriTindalos,,0,,,@wolfoftheair #GOPDebate summary: 'Where's Poochie?',,8/7/2015 9:17,6.29688E+17,Transcendent,Pacific Time (US & Canada)
3566,Jeb Bush,1,yes,1,Negative,0.6841,None of the above,1,,cccix,,14,,,RT @TheBaxterBean: Jeb Bush Worked For Cuban Officer That Plead Guilty To Defrauding Gov't of Millions http://t.co/xMO3SnlW1p #GOPDebate ht…,,8/7/2015 9:17,6.29688E+17,,
3567,No candidate mentioned,1,yes,1,Negative,0.6429,FOX News or Moderators,0.6786,,DennisMJordan,,0,,,"From first 10 cringeworthy minutes on, @megynkelly's awkward and snarky performance was embarrassingly bad. @BretBaier was a pro. #GOPDebate",,8/7/2015 9:17,6.29688E+17,"Mandeville, LA",Central Time (US & Canada)
3568,Chris Christie,1,yes,1,Negative,1,None of the above,1,,Crys_G,,0,,,"Oh no #ChrisChristie hugged the president, thank goddness #RandPaul was there to notice the democrat cooties. #GOPDebate",,8/7/2015 9:17,6.29688E+17,,
3569,Donald Trump,0.6707,yes,1,Negative,0.3382,None of the above,1,,uapbgrad,,0,,,"@PostGraphics @FactTank Rate of speech can indicate confidence.Too fast, a swindler;too slow,unprepared #GOPDebate http://t.co/Fs7R705Es9",,8/7/2015 9:17,6.29688E+17,,
3570,Donald Trump,0.4599,yes,0.6782,Neutral,0.3448,None of the above,0.4599,,Grant_Cuff,,53,,,RT @13_band: #Trump out for blood at #GOPdebate.  Entertaining fight 😂 lol http://t.co/sdocEkueBL,,8/7/2015 9:17,6.29688E+17,,Mountain Time (US & Canada)
3571,Jeb Bush,1,yes,1,Negative,0.6517,None of the above,1,,SarangShah,,1,,,RT @odinseye2k: Shorter @JebBush - I was interacting with your betters / richers so STFU. #GOPDebate #DebateWithBernie,,8/7/2015 9:17,6.29688E+17,Bay Area,Pacific Time (US & Canada)
3572,Donald Trump,1,yes,1,Negative,1,None of the above,1,,SarahLeeAnne,,3,,,RT @patriotmom61: Did you know? Rick Santorum on Donald Trump and Donald Trump on Blue Collar Conservatives https://t.co/duUPR696nr #GOPDeb…,,8/7/2015 9:17,6.29688E+17,Ohio,Eastern Time (US & Canada)
3573,Donald Trump,1,yes,1,Neutral,0.3723,None of the above,1,,Darokyu,,0,,,"It looks like most reaction to Donald Trump was ""YOU CAN'T SAY THAT (he's right but) YOU CAN'T SAY THAT!"" #GOPDebate",,8/7/2015 9:17,6.29688E+17,"Salt Lake City, UT",
3574,No candidate mentioned,1,yes,1,Negative,1,Abortion,1,,MandaLynn314,,133,,,"RT @Smethanie: If women abort their rape babies, the fetuses will come back as zombies that dig holes under the fence and let the Mexicans …",,8/7/2015 9:17,6.29688E+17,St. Louis,
3575,Rand Paul,0.4683,yes,0.6843,Positive,0.6843,None of the above,0.4683,,Slim_Shady2o3,,78,,,RT @RandPaul: Thanks for the support in the 1st #GOPDebate! I'm in SC today and tomorrow. Then I'm off to NH! http://t.co/x931Pj7Umr See yo…,,8/7/2015 9:17,6.29688E+17,USA,Eastern Time (US & Canada)
3576,Rand Paul,0.3999,yes,0.6323,Neutral,0.6323,None of the above,0.3999,,Slim_Shady2o3,,30,,,"RT @MegKinnardAP: After #GOPDebate, @RandPaul making campaign swing through South Carolina (from @AP) #2016 http://t.co/G3uGI9eI2e",,8/7/2015 9:17,6.29688E+17,USA,Eastern Time (US & Canada)
3577,Rand Paul,1,yes,1,Positive,1,None of the above,1,,natashaabadilla,,0,,,My takeaways from #GOPDebate highlights? (1) It was a cross b/w a circus &amp; a firing squad and (2) @RandPaul is kind of attractive! #amirite,,8/7/2015 9:17,6.29688E+17,Kenya,
3578,Donald Trump,1,yes,1,Negative,1,None of the above,1,,JasonVoorhees52,,0,,,@realDonaldTrump was an incredibly unprofessional bitch who broke down the moment he realized everything was going wrong for him.#GOPDebate,,8/7/2015 9:17,6.29688E+17,,
3579,No candidate mentioned,0.4153,yes,0.6444,Negative,0.6444,FOX News or Moderators,0.4153,,valuepointorg,,19,,,"RT @TroothBooth: The moderators were childish, disrespectful, flippant and inflammatory. Shame on @FoxNews.

@Kilmeade @sdoocy @ehasselbeck…",,8/7/2015 9:17,6.29688E+17,,Eastern Time (US & Canada)
3580,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,RBonifay,,10,,,"RT @JoshKivett: S/O to our @GOP volunteers &amp; #RLI Fellows in FL, NC &amp; VA for great #GOPDebate Watch Parties tonight! #LeadRight2016 http://…",,8/7/2015 9:17,6.29688E+17,,Eastern Time (US & Canada)
3581,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,GaryACarlo,,0,,,#GOPDebate When you're talking about the refs after the game they probably fucked up the calls. @FoxNews blew it big time.,,8/7/2015 9:17,6.29688E+17,it's not me...it's you,Arizona
3582,No candidate mentioned,0.4257,yes,0.6525,Negative,0.6525,None of the above,0.4257,,mostlyalex,,28,,,"RT @sallykohn: Common refrain at #GOPDebate? Blame political correctness for unpopularity of GOP positions -- vs, I dunno, UNPOPULARITY OF …",,8/7/2015 9:17,6.29688E+17,South Dakota,Central Time (US & Canada)
3583,No candidate mentioned,0.4045,yes,0.636,Negative,0.636,Jobs and Economy,0.4045,,PruneJuiceMedia,,0,,,Anything to regulate banks is against the GOP mantra of “Money First.” #GOPDebate,,8/7/2015 9:17,6.29688E+17,"Atlanta, Georgia",Eastern Time (US & Canada)
3584,No candidate mentioned,1,yes,1,Negative,0.6703,None of the above,0.6703,,allurephoto,,7,,,RT @edwrather: Only one question last night in debate about veterans &amp; that was only after someone in audience suggested it #GOPDebate #Tco…,,8/7/2015 9:17,6.29688E+17,"Kansas, USA",Central Time (US & Canada)
3585,Ben Carson,1,yes,1,Negative,0.6596,None of the above,1,,travarp,,0,,,I refuse to trust anyone who walked away from the GOP debate last night thinking that Ben Carson piqued your interest #GOPDebate,,8/7/2015 9:17,6.29688E+17,"ÜT: 29.62136,-82.357796",Eastern Time (US & Canada)
3586,No candidate mentioned,1,yes,1,Neutral,0.6444,FOX News or Moderators,0.6889,,billcolrus,,0,,,"It was nice of ""The Price is Right"" to let Fox News borrow that bell last night. #GOPDebate",,8/7/2015 9:17,6.29688E+17,"Rossville, GA ",Quito
3587,Donald Trump,1,yes,1,Negative,1,None of the above,1,,freestyldesign,,0,,,Trump proved he's a Trojan Horse &amp; running 3rd party which NO ONE should support #tcot #GOPDebate #ccot,,8/7/2015 9:17,6.29688E+17,Seattle WA USA,Pacific Time (US & Canada)
3588,Donald Trump,0.4548,yes,0.6744,Negative,0.3488,None of the above,0.4548,,BeltwayPanda,,0,,,"#AmericasGotFailent      ""@TheDemocrats: #GOPDebate is looking a lot like this: http://t.co/yqR5yBMolF” #TrumpEffect”",,8/7/2015 9:17,6.29688E+17,DC,Quito
3589,No candidate mentioned,1,yes,1,Neutral,0.6692,FOX News or Moderators,1,,connnutmeg,,195,,,RT @GeneMcVay: #GOPDebate proved that @FoxNews is ALL IN for another liberal Bush-McCain-Romney establishment liberal.  THE BIG LOSER IS FO…,,8/7/2015 9:17,6.29688E+17,CONNECTICUT,
3590,No candidate mentioned,0.4456,yes,0.6675,Neutral,0.6675,None of the above,0.4456,,JonJustice,,0,,,@KatiePavlich on the show now #GOPDebate and #FastandFurious http://t.co/ToP8nTINKS,,8/7/2015 9:17,6.29688E+17,Tucson,Arizona
3591,No candidate mentioned,1,yes,1,Negative,0.6932,Racial issues,0.6932,,TJ_DMV_STL,,75,,,RT @angela_rye: You wanna know how to know #BlackLivesMatter don't matter in this #GOPDebate? Yall got ten seconds. TEN,,8/7/2015 9:17,6.29688E+17,Washington DC,
